serial_no,district_name,block_tehsil_name,village_name,unique_id,water_body_name,latitude,longitude,maximum_water_spread_area
13171,Malda,Bamongola,Uttar Chandrail,1/19/316/002932/312783/009,POCHU PUKUR ,25.31361111111111,88.41833333333334,0.26
13174,Malda,Bamongola,Uttar Chandrail,1/19/316/002932/312783/010,ASIMUDDIN PUKUR ,25.313055555555557,88.41805555555555,0.2
614,Malda,Gazole,Dilalbati,1/19/316/002936/312608/001,SUNDARIA ,25.289722222222224,88.16916666666667,0.45
3083,Malda,Habibpur,Janakibati,1/19/316/002937/313177/001,PADDA PUKUR,24.942222222222224,88.2875,0.13
11046,Malda,Gazole,Dilalbati,1/19/316/002936/312608/002,HALDIBARI PUKHAR,25.29277777777778,88.17027777777778,0.8
13473,Malda,Harishchandrapur-Ii,Surjyapura Tengurpura,1/19/316/002939/312116/001,JIAUL HOQUE,25.396944444444443,87.80111111111111,0.13
22304,Malda,Harishchandrapur-Ii,Surjyapura Tengurpura,1/19/316/002939/312116/002,NURUL ISLAM SE,25.396944444444443,87.80194444444444,0.16
13125,Malda,Bamongola,Paul,1/19/316/002932/312880/001,ALAPUKUR,25.144166666666667,88.36388888888888,0.5
13438,Malda,Harishchandrapur-Ii,Surjyapura Tengurpura,1/19/316/002939/312116/003,HUMAYUN KABIR ,25.39638888888889,87.80138888888888,0.16
21627,Malda,Chanchal-I,Kusmai,1/19/316/002933/312243/009,RUSTAM ALI,25.36388888888889,88.0775,0.12
13161,Malda,Harishchandrapur-Ii,Surjyapura Tengurpura,1/19/316/002939/312116/004,ABDUL MATIN,25.39638888888889,87.80166666666666,0.13
10447,Malda,Bamongola,Bamangram,1/19/316/002932/312874/012,GURU HLDAR,25.16472222222222,88.34166666666667,0.5
12885,Malda,Bamongola,Paul,1/19/316/002932/312880/002,ALAPUKUR ,25.14361111111111,88.36277777777777,0.5
21481,Malda,Chanchal-I,Balakat,1/19/316/002933/312239/001,JAMIRUL ISLAM POND,25.359444444444446,88.09194444444444,0.4
22771,Malda,Chanchal-I,Balakat,1/19/316/002933/312239/002,HABULA POND,25.359444444444446,88.09194444444444,0.4
1169,Malda,Bamongola,Bamangram,1/19/316/002932/312874/013,PADDA PUKUR,25.165277777777778,88.34166666666667,0.9
1123,Malda,Bamongola,Bamangram,1/19/316/002932/312874/014,TOTA,25.165277777777778,88.34166666666667,0.2
21480,Malda,Chanchal-I,Balakat,1/19/316/002933/312239/003,,25.359444444444446,88.09194444444444,0.4
21736,Malda,Bamongola,Faridpur,1/19/316/002932/312798/001,,25.25722222222222,88.41416666666667,0.23
460,Malda,Bamongola,Bamangram,1/19/316/002932/312874/015,GRAM TOLA,25.166666666666668,88.34361111,0.5
13407,Malda,Habibpur,Soladang,1/19/316/002937/313134/001,SOLADANGA POND,24.981111111111108,88.24333333333334,0.18
17893,Malda,Kaliachak-Iii,Sahilapur,1/19/316/002942/313710/001,SAHILAPUR POND,24.836388888888887,88.12194444444444,2
17561,Malda,Chanchal-I,Balakat,1/19/316/002933/312239/004,TOFIJUL HOQUE POND,25.358611111111113,88.09222222222222,0.4
928,Malda,Bamongola,Bamangram,1/19/316/002932/312874/016,,25.163888888888888,88.34111111,0.6
2898,Malda,Ratua-I,Samshi,1/19/316/002945/312403/001,,25.283333333333335,88.01027777777777,0.5
21723,Malda,Chanchal-I,Balakat,1/19/316/002933/312239/005,AMIRUL ISLAM POND,25.35888888888889,88.09138888888889,0.25
1511,Malda,Bamongola,Mahesbati,1/19/316/002932/312819/001,GUNAMANI POND,25.22,88.39722222222223,0.5
24357,Malda,Habibpur,Bulbul Chandi,1/19/316/002937/313135/001,G S B POND ,24.97972222222222,88.24138888888889,0.4
23741,Malda,Kaliachak-Iii,Sahilapur,1/19/316/002942/0313710/004,MITHUN MONDAL POND,24.8431413,88.1221558,0.1
1514,Malda,Bamongola,Mahesbati,1/19/316/002932/312819/002,BURA POND,25.22111111111111,88.39611111111111,0.5
13048,Malda,Bamongola,Paul,1/19/316/002932/312880/003,ALAPUKUR ,25.144444444444446,88.36361111111111,0.5
932,Malda,Bamongola,Bamangram,1/19/316/002932/312874/017,,25.165277777777778,88.34083333333332,0.8
3833,Malda,Habibpur,Baksinagar (Ct),1/19/316/002937/313212/002,UNKNOWN NEAR SONAMITOLA,24.960555555555555,88.23888889,0.25
4353,Malda,Bamongola,Bamangram,1/19/316/002932/312874/018,ROGHU,25.166666666666668,88.34111111,0.8
12990,Malda,Bamongola,Paul,1/19/316/002932/312880/004,ALAPUKUR ,25.144444444444446,88.36333333333333,0.5
783,Malda,Bamongola,Bhangrail Palashbari,1/19/316/002932/312820/001,PAGLA POND,25.215833333333332,88.39833333333334,0.4
1233,Malda,Bamongola,Bamangram,1/19/316/002932/312874/019,SUNANTA BISWAS,25.16638888888889,88.34111111,0.9
883,Malda,Chanchal-I,Rahimpur,1/19/316/002933/312240/001,GURUCHORAN DAS POND,25.378888888888888,88.08777777777777,0.55
476,Malda,Bamongola,Bamangram,1/19/316/002932/312874/020,SUNIL DAS,25.1675,88.34138888888889,0.2
328,Malda,Bamongola,Bamangram,1/19/316/002932/312874/021,SCHOOL PUKUR,25.164166666666667,88.34027777777777,0.4
10180,Malda,Chanchal-I,Rahimpur,1/19/316/002933/312240/002,SUNIL DAS POND,25.379444444444445,88.08722222222222,0.4
12323,Malda,Chanchal-I,Rahimpur,1/19/316/002933/312240/003,ANIMESH DAS POND,25.378888888888888,88.08694444444444,0.5
16556,Malda,Habibpur,Bulbul Chandi,1/19/316/002937/313135/002,IN THE LOCAL HABITANT,24.97972222222222,88.24694444444445,0.32
1438,Malda,Bamongola,Bamangram,1/19/316/002932/312874/022,GOYANATH DAS,25.16888888888889,88.34194444444444,0.6
1446,Malda,Bamongola,Bamangram,1/19/316/002932/312874/023,MADHAB SHIL,25.16861111111111,88.34361111,0.65
636,Malda,Bamongola,Salalpur,1/19/316/002932/312887/001,SCHOOL PUKHUR ,25.12666666666667,88.36694444444444,0.4
1453,Malda,Chanchal-I,Rahimpur,1/19/316/002933/312240/004,KAMAL DAS POND ,25.378333333333334,88.08694444444444,0.5
13355,Malda,Bamongola,Paul,1/19/316/002932/312880/005,TALPUKUR,25.14361111111111,88.36361111111111,0.5
10186,Malda,Chanchal-I,Rahimpur,1/19/316/002933/312240/005,JAGANNATH DAS POND,25.378333333333334,88.08722222222222,0.4
479,Malda,Bamongola,Bamangram,1/19/316/002932/312874/024,PADDYA PUKUR,25.16888888888889,88.34194444444444,0.6
855,Malda,Bamongola,Bamangram,1/19/316/002932/312874/025,NARAYAN SARKAR,25.168055555555558,88.34138888888889,0.5
1314,Malda,Ratua-I,Samshi,1/19/316/002945/312403/002,GANESH SAHA,25.28388888888889,88.00944444444444,1
1371,Malda,Bamongola,Bamangram,1/19/316/002932/312874/026,ANIMA BISWAS,25.16777777777778,88.34111111,0.06
1370,Malda,Bamongola,Bamangram,1/19/316/002932/312874/027,SURESH DAS,25.168055555555558,88.34138888888889,0.6
878,Malda,Bamongola,Bamangram,1/19/316/002932/312874/028,ANIMA BISWAS,25.16777777777778,88.34111111,0.06
13219,Malda,Bamongola,Paul,1/19/316/002932/312880/006,SAHABDIGHI,25.141388888888887,88.36027777777777,0.9
13329,Malda,Bamongola,Paul,1/19/316/002932/312880/007,DAMAPUKUR,25.134722222222223,88.36972222222222,0.5
487,Malda,Bamongola,Bamangram,1/19/316/002932/312874/029,KRISHNO MALO DAS,25.1675,88.33888888888889,0.8
11291,Malda,Bamongola,Salalpur,1/19/316/002932/312887/002,SCHOOL PUKHUR,25.12666666666667,88.36694444444444,0.7
15054,Malda,Bamongola,Uttar Naopara,1/19/316/002932/312799/001,AMINUDDIN SARKAR,25.25861111111111,88.41888888888889,0.5
901,Malda,Bamongola,Bamangram,1/19/316/002932/312874/030,,25.168055555555558,88.33861111,0.5
10451,Malda,Bamongola,Bamangram,1/19/316/002932/312874/031,SANJIP PAL,25.1675,88.34027777777777,0.16
488,Malda,Bamongola,Bamangram,1/19/316/002932/312874/032,LATHUA,25.1675,88.33888888888889,0.9
13054,Malda,Chanchal-I,Hatinda,1/19/316/002933/312208/001,HATINDA MANDIR POND ,25.41722222222222,87.99333333333334,0.16
7775,Malda,Gazole,Ratul,1/19/316/002936/312655/001,MOKSED ALI PUKUR,25.252777777777776,88.27527777777777,0.45
982,Malda,Gazole,Ratul,1/19/316/002936/312655/002,BEL PUKUR,25.255,88.27444444444444,0.38
751,Malda,Bamongola,Bamangram,1/19/316/002932/312874/033,BIBAK SIKDAR,25.17,88.34166666666667,0.9
13569,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/009,NA,24.909444444444443,88.13333333333334,0.65
13518,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/010,SUJON GHOSH POND,24.907777777777778,88.12388888888889,0.45
13516,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/011,,24.908055555555553,88.12416666666665,0.72
13465,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/012,,24.90833333333333,88.12527777777777,0.08
22835,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/013,,24.90888888888889,88.12527777777777,0.4
13471,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/014,BISWARUP GHOSH POND,24.90888888888889,88.13,0.55
13468,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/015,,24.909166666666664,88.13,0.24
22834,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/016,TUMPA GHOSH POND,24.90888888888889,88.13222222222221,0.45
903,Malda,Bamongola,Bamangram,1/19/316/002932/312874/034,PANCHANAN HALDAR,25.16916666666667,88.33916666666666,0.6
10454,Malda,Bamongola,Bamangram,1/19/316/002932/312874/035,PANCHANAN HALDAR,25.16916666666667,88.33916666666666,0.7
905,Malda,Bamongola,Bamangram,1/19/316/002932/312874/036,BIPIN KISKU,25.16861111111111,88.33999999999999,0.8
690,Malda,Bamongola,Bamangram,1/19/316/002932/312874/037,BIBAK SIKDAR,25.17,88.34166666666667,0.8
1122,Malda,Bamongola,Bamangram,1/19/316/002932/312874/038,BANCHA HALDAR,25.17027777777778,88.34083333333332,0.4
491,Malda,Bamongola,Bamangram,1/19/316/002932/312874/039,SNIMA BISWAS,25.16861111111111,88.33944444444444,0.6
4629,Malda,Bamongola,Dihatti,1/19/316/002932/312861/003,GHORA PUKUR,25.16333333333333,88.41083333333334,0.5
566,Malda,Ratua-I,Bakhra,1/19/316/002945/312437/001,BARSHA KOUR,25.163888888888888,87.95583333333333,0.26
12983,Malda,English Bazar,Gani Bahadurkhan,1/19/316/002935/313437/017,,24.90833333333333,88.13194444444444,0.08
1378,Malda,Old Malda,Dhumadighi,1/19/316/002944/313245/001,,25.101111111111113,88.14305555555556,0.8
12537,Malda,Old Malda,Dhumadighi,1/19/316/002944/313245/002,UNKOWN,25.09861111111111,88.14055555555557,0.5
1322,Malda,Old Malda,Dhumadighi,1/19/316/002944/313245/003,UNKNOWN,25.10138888888889,88.14388889,0.04
1353,Malda,Old Malda,Dhumadighi,1/19/316/002944/313245/004,UNKNOWN,25.103611111111114,88.14500000000001,0.66
14225,Malda,Old Malda,Gunshankrul,1/19/316/002944/313249/001,UNKNOWN,25.100833333333334,88.14638889,0.4
7652,Malda,Ratua-I,Karbana,1/19/316/002945/312377/001,RAMATULLA,25.231666666666666,87.93444444444445,0.52
13067,Malda,Ratua-I,Bhaluara,1/19/316/002945/312376/002,ASRAFUL,25.231666666666666,87.93527777777778,0.45
21421,Malda,Harishchandrapur-Ii,Basudebpur,1/19/316/002939/312115/001,MD MOSTAFA SE,25.402777777777775,87.79805555555555,0.13
13206,Malda,Ratua-I,Bhaluara,1/19/316/002945/312376/003,HABIBUR RAHAMAN,25.23222222222222,87.93583333333333,0.45
794,Malda,Bamongola,Bamangram,1/19/316/002932/312874/040,KALI PUKUR,25.16583333333333,88.33999999999999,0.6
1187,Malda,Gazole,Shilnagara,1/19/316/002936/312561/001,SAM MARDI  CHOTRAI MARDI,25.22083333333333,88.21888888888888,0.34
20422,Malda,Harishchandrapur-Ii,Basudebpur,1/19/316/002939/312115/002,ABDUL HANNAN PONDS SE,25.404166666666665,87.79611111,0.13
13721,Malda,Harishchandrapur-Ii,Basudebpur,1/19/316/002939/312115/003,MD MOSTAFA ,25.404444444444444,87.79611111,0.13
20420,Malda,Harishchandrapur-Ii,Basudebpur,1/19/316/002939/312115/004,ROFIKUL ISLAM ,25.405555555555555,87.795,0.13
369,Malda,Gazole,Anantarampur,1/19/316/002936/312607/004,DIPAK SIKDAR,25.293333333333337,88.17861111111111,0.4
1436,Malda,Bamongola,Bamangram,1/19/316/002932/312874/041,JALPAI,25.16444444444444,88.33916666666666,0.8
18077,Malda,Harishchandrapur-Ii,Basudebpur,1/19/316/002939/312115/005,MD ROFIKUL ISLAM ,25.404999999999998,87.79527777777777,0.16
473,Malda,Bamongola,Bamangram,1/19/316/002932/312874/042,KALI PUKUR,25.16638888888889,88.33999999999999,0.6
484,Malda,Bamongola,Bamangram,1/19/316/002932/312874/043,SONESH,25.16611111111111,88.33888888888889,0.5
9576,Malda,Gazole,Shilnagara,1/19/316/002936/312561/002,NEJAMUDDIN MOMIN,25.219166666666666,88.21888888888888,0.36
7654,Malda,Ratua-I,Karbana,1/19/316/002945/312377/002,RAMATULLA,25.237222222222222,87.94055555555556,0.45
1399,Malda,Bamongola,Bamangram,1/19/316/002932/312874/044,JATHU,25.16611111111111,88.33888888888889,0.6
3066,Malda,Ratua-I,Samshi,1/19/316/002945/312403/003,,25.273055555555555,88.00388889,1.25
480,Malda,Bamongola,Bamangram,1/19/316/002932/312874/045,SNIMA BISWAS,25.166944444444447,88.33972222222222,0.6
13433,Malda,Ratua-I,Bhaluara,1/19/316/002945/312376/004,SATABUDDIN,25.23777777777778,87.93833333333333,0.45
1409,Malda,Ratua-I,Chandipur,1/19/316/002945/312385/002,BOLDIA PUKUR ,25.228055555555553,87.97083333333333,0.3
1075,Malda,Gazole,Shilnagara,1/19/316/002936/312561/003,CHELKA,25.21861111111111,88.2175,0.48
10460,Malda,Bamongola,Bamangram,1/19/316/002932/312874/046,KALI PUKUR,25.16583333333333,88.33999999999999,0.4
10459,Malda,Bamongola,Bamangram,1/19/316/002932/312874/047,KALI PUKUR,25.16583333333333,88.33999999999999,0.4
902,Malda,Bamongola,Bamangram,1/19/316/002932/312874/048,SHYAMAL HALDAR,25.168333333333333,88.33944444444444,0.2
945,Malda,Bamongola,Bamangram,1/19/316/002932/312874/049,RASIT,25.16222222222222,88.33944444444444,0.6
322,Malda,Bamongola,Bamangram,1/19/316/002932/312874/050,JHOPAY,25.162777777777777,88.33888888888889,0.5
904,Malda,Bamongola,Bamangram,1/19/316/002932/312874/051,RUPKUMAR HALDAR,25.168055555555558,88.33833333333332,0.6
1093,Malda,Gazole,Shilnagara,1/19/316/002936/312561/004,SAHADAT MASTER,25.217499999999998,88.21722222222222,0.48
649,Malda,Gazole,Shilnagara,1/19/316/002936/312561/005,SUMAN,25.21833333333333,88.21805555555555,0.34
906,Malda,Bamongola,Bamangram,1/19/316/002932/312874/052,ROMOL HALDAR,25.16916666666667,88.33722222222222,0.6
10948,Malda,Bamongola,Jagsadu,1/19/316/002932/312868/001,HABLA MANDAL,25.137777777777778,88.39277777777778,0.8
10462,Malda,Bamongola,Bamangram,1/19/316/002932/312874/053,BABLU ,25.166666666666668,88.33749999999999,0.6
657,Malda,Gazole,Shilnagara,1/19/316/002936/312561/006,CHATUR BASKE,25.218055555555555,88.21805555555555,0.35
5812,Malda,Ratua-I,Samshi,1/19/316/002945/312403/004,SAMSI RMC ,25.275277777777777,88.00111111111111,1.9
797,Malda,Gazole,Mayna,1/19/316/002936/312606/013,LAL MOHAN MITRA,25.290277777777778,88.16416666666667,0.55
21731,Malda,Chanchal-I,Narasinhapur,1/19/316/002933/312238/001,ABDUL HAKIM,25.38111111111111,88.09027777777777,0.5
1342,Malda,Bamongola,Harisankarpur,1/19/316/002932/312784/001,HUSSAIN PUKUR ,25.309166666666666,88.43416666666667,0.13
810,Malda,Gazole,Mayna,1/19/316/002936/312606/014,ARUN BISWAS,25.288333333333334,88.16361111111112,0.9
13669,Malda,Chanchal-I,Narasinhapur,1/19/316/002933/312238/002,SIRAFUDDIN CHOUDHARY ,25.380277777777778,88.09083333333332,0.4
1967,Malda,Old Malda,Kadirpur,1/19/316/002944/313317/001,KADIRPUR SHONIMONDIR POND,24.979444444444443,88.16000000000001,0.5
10927,Malda,Bamongola,Harisankarpur,1/19/316/002932/312784/002,AMEZ MIA PUKUR ,25.310277777777777,88.43388888888889,0.13
21735,Malda,Chanchal-I,Narasinhapur,1/19/316/002933/312238/003,MOJAMMEL HAQUE CHOUDHARY POND,25.380833333333335,88.09083333333332,0.52
10006,Malda,Gazole,Mayna,1/19/316/002936/312606/015,MANA SOSHAN ,25.28888888888889,88.16416666666667,0.9
16345,Malda,Harishchandrapur-I,Uttar Rampur,1/19/316/002938/312000/001,POND OF GANESH CH DAS CO GAYANATH DAS,25.524166666666666,87.96694444444445,0.2
21488,Malda,Chanchal-I,Narasinhapur,1/19/316/002933/312238/004,JOYNAL ABEDIN POND,25.380833333333335,88.09416666666667,0.4
9456,Malda,Bamongola,Harisankarpur,1/19/316/002932/312784/003,BOU DUBI PUKUR ,25.310000000000002,88.43722222222223,0.2
874,Malda,Bamongola,Salalpur,1/19/316/002932/312887/003,BAG PUKHUR,25.13111111111111,88.36055555555555,0.8
897,Malda,Bamongola,Mahesbati,1/19/316/002932/312819/003,AAMKURIYA,25.21722222222222,88.39416666666668,0.2
718,Malda,Bamongola,Mahesbati,1/19/316/002932/312819/004,TETUL,25.20861111111111,88.39750000000001,0.27
1307,Malda,Bamongola,Mahesbati,1/19/316/002932/312819/005,MOLLAKURI,25.218888888888888,88.39083333333333,0.5
22762,Malda,Chanchal-I,Narasinhapur,1/19/316/002933/312238/005,JULJAHAR ALI POND,25.38111111111111,88.09277777777777,0.4
10924,Malda,Bamongola,Harisankarpur,1/19/316/002932/312784/004,ANJANI PUKUR ,25.309722222222224,88.43694444444445,0.26
22763,Malda,Chanchal-I,Narasinhapur,1/19/316/002933/312238/006,FIROJ CHOUDHARY ,25.380555555555556,88.09194444444444,0.27
841,Malda,Gazole,Dilalbati,1/19/316/002936/312608/003,JOTISH MANDAL,25.288611111111113,88.16694444444445,0.45
10925,Malda,Bamongola,Harisankarpur,1/19/316/002932/312784/005,GOLAM DIGHI ,25.310277777777777,88.43833333333333,1.06
1018,Malda,Bamongola,Salalpur,1/19/316/002932/312887/006,TATI PUKHUR,25.126944444444444,88.36083333333333,0.3
622,Malda,Bamongola,Salalpur,1/19/316/002932/312887/007,TATI PUKHUR,25.126944444444444,88.36083333333333,0.3
278,Malda,Bamongola,Salalpur,1/19/316/002932/312887/008,TATI PUKHUR,25.126944444444444,88.36083333333333,0.3
1293,Malda,Gazole,Dilalbati,1/19/316/002936/312608/004,MOGADISHU MANDAL ,25.28638888888889,88.16916666666667,0.7
10923,Malda,Bamongola,Harisankarpur,1/19/316/002932/312784/006,MOJAL PUKUR ,25.309444444444445,88.43888889,0.26
131,Malda,Bamongola,Salalpur,1/19/316/002932/312887/009,SUSIL BOYRAGI PUKHUR,25.125555555555557,88.35694444444444,0.45
651,Malda,Gazole,Dilalbati,1/19/316/002936/312608/005,FAN INDRA ROY,25.285833333333336,88.1675,0.7
714,Malda,Bamongola,Manuli,1/19/316/002932/312848/001,MORA PUKUR,25.1725,88.34083333333332,0.13
1418,Malda,Bamongola,Salalpur,1/19/316/002932/312887/010,UDAA KURI,25.125555555555557,88.36138888888888,0.6
21477,Malda,Chanchal-I,Parashurampur,1/19/316/002933/312237/001,AYUB KHAN POND,25.390277777777776,88.09333333333333,0.4
11768,Malda,English Bazar,Makdumpur (P),1/19/316/002935/313390/001,KARAGAR POND,24.986666666666668,88.14500000000001,0.06
785,Malda,Gazole,Shilnagara,1/19/316/002936/312561/007,MOJIBUR ANSARI,25.21944444444444,88.22333333333333,0.26
21478,Malda,Chanchal-I,Parashurampur,1/19/316/002933/312237/002,YAKUB KHAN POND,25.384722222222223,88.09416666666667,0.35
493,Malda,Gazole,Mayna,1/19/316/002936/312606/016,RAFIK ,25.295,88.16361111111112,0.47
1420,Malda,Bamongola,Salalpur,1/19/316/002932/312887/011,GHOLA PUKHUR,25.12388888888889,88.36194444444443,0.32
1221,Malda,Gazole,Mayna,1/19/316/002936/312606/017,SAFIK,25.29388888888889,88.16305555555556,0.45
290,Malda,Gazole,Shilnagara,1/19/316/002936/312561/008,ROHIMUDDIN ANSARI,25.21972222222222,88.22333333333333,0.37
9450,Malda,Gazole,Ratul,1/19/316/002936/312655/003,GANJAKHURI PUKUR ,25.261944444444445,88.28,0.35
1127,Malda,Gazole,Ratul,1/19/316/002936/312655/004,GOUADIGHI PUKUR,25.253611111111113,88.27972222222222,0.52
1052,Malda,Gazole,Ratul,1/19/316/002936/312655/005,SERAJUL PUKUR,25.26388888888889,88.27694444444444,0.32
730,Malda,Gazole,Ratul,1/19/316/002936/312655/006,JAMSEDH PUKUR,25.25777777777778,88.27416666666666,0.35
9452,Malda,Gazole,Ratul,1/19/316/002936/312655/007,PANCHAIT,25.252777777777776,88.27555555555556,0.28
373,Malda,Gazole,Ratul,1/19/316/002936/312655/008,SISH MAHAMMAD PUKUR,25.252777777777776,88.27472222222222,0.15
1219,Malda,Gazole,Ratul,1/19/316/002936/312655/009,MATLA HASDHA,25.252777777777776,88.27527777777777,0.2
1254,Malda,Gazole,Ratul,1/19/316/002936/312655/010,RABIN PUKUR,25.255,88.27444444444444,0.28
1255,Malda,Gazole,Ratul,1/19/316/002936/312655/011,PANCHAYET,25.253611111111113,88.27333333333333,0.33
1282,Malda,Bamongola,Salalpur,1/19/316/002932/312887/012,VASA PUKHUR,25.125833333333333,88.36305555555555,0.5
1387,Malda,Bamongola,Salalpur,1/19/316/002932/312887/013,VASA PUKHUR,25.125833333333333,88.36305555555555,0.5
9582,Malda,Gazole,Shilnagara,1/19/316/002936/312561/009,HABIBUL ANSARI,25.22138888888889,88.21972222222223,0.34
1159,Malda,Bamongola,Jagsadu,1/19/316/002932/312868/002,TELI PUKUR,25.1475,88.38666666666667,0.3
450,Malda,Bamongola,Salalpur,1/19/316/002932/312887/014,BASPUKHUR,25.125833333333333,88.36361111111111,0.54
1405,Malda,Gazole,Shilnagara,1/19/316/002936/312561/010,SONO MOMIN,25.22138888888889,88.22,0.3
59,Malda,Bamongola,Salalpur,1/19/316/002932/312887/015,BAS PUKHUR,25.123333333333335,88.365,0.5
9644,Malda,Gazole,Shilnagara,1/19/316/002936/312561/011,CHOTA MARDI,25.22138888888889,88.22,0.4
1414,Malda,Bamongola,Salalpur,1/19/316/002932/312887/016,VASA PUKHUR,25.125833333333333,88.36305555555555,0.53
717,Malda,Gazole,Saidpur,1/19/316/002936/312569/001,AJMAL HOSSAIN,25.22583333333333,88.21416666666667,0.54
490,Malda,Bamongola,Salalpur,1/19/316/002932/312887/017,BASPUKHUR,25.123333333333335,88.36361111111111,0.53
20152,Malda,English Bazar,Raypur,1/19/316/002935/313415/001,JAHATOLA POND,24.961666666666666,88.15972222222223,0.05
1239,Malda,Bamongola,Manuli,1/19/316/002932/312848/002,NIMAI HALDAR,25.173055555555557,88.33833333333332,0.5
3080,Malda,Ratua-I,Samshi,1/19/316/002945/312403/005,SAMSI HATKHOLAR PUKUR,25.272499999999997,88.00166666666667,0.9
12978,Malda,Kaliachak-Iii,Sahaband Chak,1/19/316/002942/313741/001,RABIUL ISLAM PONDS ,24.807222222222222,88.00944444444444,0.5
